(2073872, (2, 0.5, 0.5, 0.5, 2))
(2053284, (2, 0.5, 0.5, 1, 2))
(2051862, (2, 0.5, 0.5, 2, 2))
(2037989, (1, 0.5, 0.5, 1, 2))
(2027842, (1, 0.5, 0.5, 0.5, 2))
(2007548, (1, 0.5, 0.5, 2, 2))
(2001568, (0.5, 0.5, 0.5, 0.5, 2))
(1993088, (2, 1, 0.5, 1, 2))
(1992303, (0.5, 0.5, 0.5, 2, 2))
(1990538, (2, 1, 0.5, 0.5, 2))
(1986127, (2, 0.5, 0.5, 2, 1))
(1978038, (2, 0.5, 0.5, 0.5, 1))
(1967695, (2, 0.5, 0.5, 1, 1))
(1963823, (0.5, 0.5, 0.5, 1, 2))
(1952548, (2, 0.5, 1, 2, 2))
(1952499, (2, 1, 0.5, 2, 2))
(1951911, (2, 0.5, 1, 1, 2))
(1943137, (2, 0.5, 1, 0.5, 2))
(1930833, (2, 0.5, 0.5, 1, 0.5))
(1920588, (2, 0.5, 0.5, 0.5, 0.5))
(1909264, (1, 1, 0.5, 1, 2))
(1907548, (1, 1, 0.5, 2, 2))
(1898333, (1, 1, 0.5, 0.5, 2))
(1896029, (1, 0.5, 0.5, 0.5, 1))
(1887254, (2, 1, 1, 0.5, 2))
(1885538, (1, 0.5, 0.5, 1, 1))
(1874117, (1, 0.5, 0.5, 2, 1))
(1869313, (2, 0.5, 0.5, 2, 0.5))
(1867107, (2, 1, 1, 1, 2))
(1866960, (1, 0.5, 1, 2, 2))
(1866911, (2, 1, 0.5, 0.5, 1))
(1857401, (2, 1, 1, 2, 2))
(1855588, (2, 1, 0.5, 1, 1))
(1847548, (2, 0.5, 1, 2, 1))
(1846862, (2, 1, 0.5, 2, 1))
(1838088, (1, 0.5, 1, 1, 2))
(1827744, (0.5, 1, 0.5, 0.5, 2))
(1819411, (2, 0.5, 1, 1, 1))
(1817842, (1, 0.5, 1, 0.5, 2))
(1816764, (2, 0.5, 1, 0.5, 1))
(1816078, (0.5, 1, 0.5, 1, 2))
(1802058, (0.5, 0.5, 1, 2, 2))
(1794509, (1, 0.5, 0.5, 0.5, 0.5))
(1784803, (0.5, 0.5, 0.5, 1, 1))
(1783529, (0.5, 0.5, 1, 1, 2))
(1775931, (0.5, 0.5, 0.5, 2, 1))
(1769264, (0.5, 1, 0.5, 2, 2))
(1766715, (1, 1, 1, 1, 2))
(1765735, (0.5, 0.5, 0.5, 0.5, 1))
(1755489, (1, 1, 1, 2, 2))
(1754362, (2, 1, 1, 0.5, 1))
(1748039, (2, 1, 0.5, 0.5, 0.5))
(1732891, (2, 1, 1, 2, 1))
(1731960, (2, 2, 0.5, 1, 2))
(1726274, (1, 1, 1, 0.5, 2))
(1726127, (2, 1, 0.5, 1, 0.5))
(1722744, (2, 2, 0.5, 0.5, 2))
(1722254, (1, 0.5, 0.5, 1, 0.5))
(1721764, (2, 1, 0.5, 2, 0.5))
(1714607, (2, 0.5, 1, 2, 0.5))
(1708529, (0.5, 1, 1, 0.5, 2))
(1704313, (0.5, 0.5, 1, 0.5, 2))
(1703872, (2, 0.5, 1, 1, 0.5))
(1702989, (1, 0.5, 0.5, 2, 0.5))
(1693970, (2, 1, 1, 1, 1))
(1693872, (2, 0.5, 1, 0.5, 0.5))
(1687989, (0.5, 1, 1, 1, 2))
(1681813, (2, 2, 0.5, 2, 2))
(1669362, (0.5, 1, 1, 2, 2))
(1637646, (2, 0.5, 2, 1, 2))
(1634852, (1, 1, 0.5, 1, 1))
(1629558, (2, 1, 2, 2, 2))
(1624166, (2, 2, 1, 1, 2))
(1622548, (1, 1, 0.5, 2, 1))
(1613284, (1, 1, 0.5, 0.5, 1))
(1610784, (2, 2, 0.5, 0.5, 1))
(1606960, (2, 0.5, 2, 0.5, 2))
(1604999, (2, 1, 1, 0.5, 0.5))
(1604852, (2, 2, 1, 2, 2))
(1604754, (2, 2, 1, 0.5, 2))
(1599313, (1, 0.5, 1, 2, 1))
(1592989, (2, 1, 1, 1, 0.5))
(1588921, (1, 2, 0.5, 1, 2))
(1588823, (1, 0.5, 1, 0.5, 1))
(1579803, (2, 1, 2, 1, 2))
(1579117, (1, 0.5, 1, 1, 1))
(1578578, (2, 0.5, 2, 2, 2))
(1565146, (1, 2, 0.5, 2, 2))
(1551911, (1, 2, 0.5, 0.5, 2))
(1550048, (2, 1, 2, 0.5, 2))
(1549313, (2, 2, 0.5, 1, 1))
(1543480, (2, 1, 1, 2, 0.5))
(1530686, (0.5, 0.5, 0.5, 1, 0.5))
(1526421, (2, 2, 0.5, 2, 1))
(1513676, (2, 2, 0.5, 0.5, 0.5))
(1504215, (2, 2, 2, 2, 2))
(1503431, (2, 2, 2, 0.5, 2))
(1503186, (0.5, 2, 0.5, 0.5, 2))
(1492892, (1, 1, 1, 0.5, 1))
(1484313, (0.5, 0.5, 0.5, 0.5, 0.5))
(1484068, (1, 1, 1, 2, 1))
(1474803, (2, 2, 2, 1, 2))
(1473137, (0.5, 2, 0.5, 1, 2))
(1470784, (2, 2, 1, 0.5, 1))
(1464607, (0.5, 0.5, 0.5, 2, 0.5))
(1464019, (1, 1, 1, 1, 1))
(1462499, (1, 0.5, 2, 0.5, 2))
(1461274, (1, 0.5, 2, 1, 2))
(1452254, (1, 1, 0.5, 0.5, 0.5))
(1451372, (2, 2, 0.5, 1, 0.5))
(1442303, (1, 2, 1, 0.5, 2))
(1441813, (0.5, 1, 0.5, 0.5, 1))
(1432646, (1, 2, 1, 1, 2))
(1422499, (1, 2, 1, 2, 2))
(1422009, (0.5, 1, 0.5, 1, 1))
(1416568, (2, 2, 0.5, 2, 0.5))
(1410686, (1, 1, 0.5, 1, 0.5))
(1409852, (1, 0.5, 2, 2, 2))
(1403039, (2, 2, 1, 1, 1))
(1401029, (0.5, 0.5, 1, 0.5, 1))
(1400735, (1, 1, 2, 0.5, 2))
(1398872, (0.5, 2, 0.5, 2, 2))
(1381813, (2, 2, 1, 2, 1))
(1380833, (0.5, 1, 0.5, 2, 1))
(1380588, (0.5, 0.5, 2, 1, 2))
(1373284, (0.5, 2, 1, 0.5, 2))
(1370735, (1, 1, 0.5, 2, 0.5))
(1368676, (1, 1, 2, 1, 2))
(1358431, (1, 1, 2, 2, 2))
(1357352, (0.5, 0.5, 1, 1, 1))
(1329117, (1, 0.5, 1, 0.5, 0.5))
(1327009, (2, 0.5, 2, 2, 1))
(1325489, (0.5, 0.5, 2, 0.5, 2))
(1324999, (0.5, 0.5, 2, 2, 2))
(1319068, (1, 0.5, 1, 2, 0.5))
(1318088, (2, 1, 2, 2, 1))
(1317744, (2, 0.5, 2, 0.5, 1))
(1313039, (1, 2, 0.5, 0.5, 1))
(1312842, (0.5, 2, 1, 1, 2))
(1309068, (0.5, 0.5, 1, 2, 1))
(1306225, (2, 1, 2, 0.5, 1))
(1305490, (1, 0.5, 1, 1, 0.5))
(1304215, (2, 2, 1, 0.5, 0.5))
(1303137, (2, 0.5, 2, 1, 1))
(1302401, (2, 2, 1, 1, 0.5))
(1296421, (0.5, 1, 1, 0.5, 1))
(1275441, (2, 1, 2, 1, 1))
(1270293, (1, 2, 0.5, 1, 1))
(1266911, (1, 2, 2, 1, 2))
(1246862, (0.5, 1, 1, 1, 1))
(1244509, (0.5, 1, 1, 2, 1))
(1240539, (2, 2, 1, 2, 0.5))
(1239999, (0.5, 2, 1, 2, 2))
(1236372, (1, 2, 2, 0.5, 2))
(1235539, (1, 2, 2, 2, 2))
(1231274, (0.5, 1, 2, 0.5, 2))
(1210588, (2, 2, 2, 1, 1))
(1209019, (2, 2, 2, 2, 1))
(1192695, (1, 1, 1, 0.5, 0.5))
(1183823, (2, 2, 2, 0.5, 1))
(1180931, (0.5, 1, 2, 2, 2))
(1169852, (1, 1, 1, 2, 0.5))
(1168186, (1, 1, 1, 1, 0.5))
(1167107, (1, 2, 0.5, 2, 1))
(1163235, (1, 2, 1, 0.5, 1))
(1159215, (0.5, 1, 2, 1, 2))
(1121715, (1, 2, 1, 1, 1))
(1111715, (0.5, 1, 0.5, 0.5, 0.5))
(1086274, (2, 0.5, 2, 0.5, 0.5))
(1073725, (0.5, 2, 2, 2, 2))
(1073382, (2, 1, 2, 2, 0.5))
(1072450, (2, 1, 2, 0.5, 0.5))
(1060195, (2, 0.5, 2, 2, 0.5))
(1050097, (1, 2, 1, 2, 1))
(1033431, (0.5, 2, 2, 0.5, 2))
(1030392, (0.5, 1, 0.5, 1, 0.5))
(1014215, (0.5, 2, 2, 1, 2))
(1010931, (2, 1, 2, 1, 0.5))
(1001911, (2, 0.5, 2, 1, 0.5))
(967646, (1, 1, 2, 1, 1))
(958284, (0.5, 0.5, 1, 0.5, 0.5))
(951813, (2, 2, 2, 2, 0.5))
(941666, (2, 2, 2, 0.5, 0.5))
(933627, (2, 2, 2, 1, 0.5))
(913774, (1, 1, 2, 0.5, 1))
(909803, (0.5, 2, 0.5, 0.5, 1))
(907548, (0.5, 0.5, 1, 1, 0.5))
(900342, (1, 2, 0.5, 0.5, 0.5))
(898823, (0.5, 1, 0.5, 2, 0.5))
(893382, (1, 1, 2, 2, 1))
(890588, (1, 0.5, 2, 0.5, 1))
(883774, (1, 0.5, 2, 1, 1))
(871960, (0.5, 0.5, 1, 2, 0.5))
(846225, (0.5, 2, 0.5, 1, 1))
(845833, (0.5, 2, 1, 0.5, 1))
(844117, (1, 0.5, 2, 2, 1))
(825441, (1, 2, 1, 0.5, 0.5))
(817009, (1, 2, 0.5, 1, 0.5))
(813970, (0.5, 2, 1, 1, 1))
(734607, (1, 2, 1, 1, 0.5))
(730588, (1, 2, 2, 1, 1))
(719313, (0.5, 1, 1, 1, 0.5))
(713284, (0.5, 2, 0.5, 2, 1))
(712548, (1, 2, 2, 0.5, 1))
(712548, (0.5, 2, 1, 2, 1))
(694313, (1, 2, 0.5, 2, 0.5))
(692646, (1, 2, 1, 2, 0.5))
(691176, (0.5, 1, 1, 0.5, 0.5))
(690392, (0.5, 1, 1, 2, 0.5))
(678284, (0.5, 0.5, 2, 1, 1))
(669460, (1, 2, 2, 2, 1))
(630245, (0.5, 1, 2, 0.5, 1))
(586029, (1, 0.5, 2, 1, 0.5))
(584852, (0.5, 0.5, 2, 0.5, 1))
(566764, (0.5, 1, 2, 2, 1))
(537352, (1, 0.5, 2, 0.5, 0.5))
(507499, (0.5, 0.5, 2, 2, 1))
(479215, (0.5, 1, 2, 1, 1))
(449901, (1, 0.5, 2, 2, 0.5))
(409264, (1, 1, 2, 0.5, 0.5))
(395735, (1, 1, 2, 2, 0.5))
(384411, (1, 1, 2, 1, 0.5))
(237794, (0.5, 2, 1, 0.5, 0.5))
(218431, (0.5, 2, 0.5, 0.5, 0.5))
(202990, (0.5, 2, 2, 2, 1))
(191029, (0.5, 0.5, 2, 1, 0.5))
(186127, (0.5, 0.5, 2, 2, 0.5))
(162058, (1, 2, 2, 2, 0.5))
(161715, (1, 2, 2, 1, 0.5))
(149901, (0.5, 2, 1, 1, 0.5))
(148039, (0.5, 0.5, 2, 0.5, 0.5))
(145098, (0.5, 2, 2, 0.5, 1))
(112156, (1, 2, 2, 0.5, 0.5))
(105147, (0.5, 2, 2, 1, 1))
(90833, (0.5, 2, 0.5, 1, 0.5))
(22254, (0.5, 2, 0.5, 2, 0.5))
(22107, (0.5, 2, 1, 2, 0.5))
(19705, (0.5, 1, 2, 0.5, 0.5))
(-44999, (0.5, 1, 2, 2, 0.5))
(-61813, (0.5, 1, 2, 1, 0.5))
(-252500, (0.5, 2, 2, 2, 0.5))
(-252500, (0.5, 2, 2, 1, 0.5))
(-252500, (0.5, 2, 2, 0.5, 0.5))
